Term,TermMasterID,TermID_dnu,Term_dnu,Path,TableID,ThesXrefTypeID,ThesXrefTableID,TermID3,PrimaryCNID,TermMasterID5,TermMasterID6
near Nowa Ruda,1576134,2058560,near Nowa Ruda,"near Nowa Ruda, Kohlendorf, Nowa Ruda, Walbrzych, Poland, Europe",108,20,346,2058560,1576134,1576134,1
Sedona,1576138,2058564,Sedona,"Sedona, Arizona, Arizona, USA, North America",108,20,346,2058564,1590020,1576138,1
Hureault,1576139,2058565,Hureault,"Hureault, France, Europe",108,20,346,2058565,1576139,1576139,1
gravel pit 5 m e of bowlegs hwy 59seminole co.,1576142,2058568,gravel pit 5 m e of bowlegs hwy 59seminole co.,"gravel pit 5 m e of bowlegs hwy 59seminole co., Bowlegs, Seminole, Oklahoma, USA, North America",108,20,346,2058568,1576142,1576142,1
Faleme River,1576143,2058569,Faleme River,"Faleme River, Kouroudiako, Senegal, Africa",108,20,346,2058569,1576143,1576143,1
Bob's Lake,1576145,2058571,Bob's Lake,"Bob's Lake, Kingston, Frontenac, Ontario, Canada, North America",108,20,346,2058571,1576145,1576145,1
I-295 & Rt. 44,1576146,2058572,I-295 & Rt. 44,"I-295 & Rt. 44, Smithfield, Providence, Rhode Island, USA, North America",108,20,346,2058572,1576146,1576146,1
Rosiclare Level,1576148,2058574,Rosiclare Level,"Rosiclare Level, Minerva #1 Mine, Cave-In-Rock Dist., Hardin, Illinois, USA, North America",108,20,346,2058574,1576148,1576148,1
Vermont Central Railroad excavation,1576149,2058575,Vermont Central Railroad excavation,"Vermont Central Railroad excavation, Waterbury, Washington, Vermont, USA, North America",108,20,346,2058575,1576149,1576149,1
Graphic Mines,1576150,2058576,Graphic Mines,"Graphic Mines, Magdalena Dist., Socorro Co., New Mexico, USA, North America",108,20,346,2058576,1576150,1576150,1
Erzgebirge Mtns.,1576151,2058577,Erzgebirge Mtns.,"Erzgebirge Mtns., Bohemia, Czech Republic, Europe",108,20,346,2058577,1576151,1576151,1
west side,1576152,2058578,west side,"west side, Laguna Guzman, Villa Ahumada, Municipio de Guadalupe y Calvo, Chihuahua, Mexico, North America",108,20,346,2058578,1576152,1576152,1
High Atlas Mtns.,1576153,2058579,High Atlas Mtns.,"High Atlas Mtns., Morocco, Africa",108,20,346,2058579,1576153,1576153,1
Goongarrow China Clay Pit St. Austell,1576154,2058580,Goongarrow China Clay Pit St. Austell,"Goongarrow China Clay Pit St. Austell, Goonbarrow China Clay Pit, St. Austell, Cornwall, England, United Kingdom, Europe",108,20,346,2058580,1576154,1576154,1
Otavi Valley,1576157,2058583,Otavi Valley,"Otavi Valley, Nageib, Otavi Valley, Namibia, Africa",108,20,346,2058583,1576157,1576157,1
Bell Mine,1576158,2058584,Bell Mine,"Bell Mine, Minot, Androscoggin Co., Maine, USA, North America",108,20,346,2058584,1576158,1576158,1
N of White Plain,1576161,2058587,N of White Plain,"N of White Plain, Kensico Dam Quarry, White Plains, Westchester Co., New York, USA, North America",108,20,346,2058587,1576161,1576161,1
Satisdorf,1576162,2058588,Satisdorf,"Satisdorf, Saxony, Germany, Europe",108,20,346,2058588,1576162,1576162,1
Saatersdalen,1576164,2058590,Saatersdalen,"Saatersdalen, Gradisfjeld, Aust-Agder, Norway, Europe",108,20,346,2058590,1576164,1576164,1
Bridal Chamber,1576165,2058591,Bridal Chamber,"Bridal Chamber, Sierra Grande Mine, Lake Valley, Sierra, New Mexico, USA, North America",108,20,346,2058591,1576165,1576165,1
district,1576166,2058592,district,"district, Lake Baikal, Siberia, Russia, Asia",108,20,346,2058592,1576166,1576166,1
Golden,1576168,2058594,Golden,"Golden, Sante Fe, New Mexico, USA, North America",108,20,346,2058594,1576168,1576168,1
near Elk Creek,1576170,2058596,near Elk Creek,"near Elk Creek, Dixie Claim, Pennington Co., South Dakota, USA, North America",108,20,346,2058596,1576170,1576170,1
nr. Middletown,1576171,2058597,nr. Middletown,"nr. Middletown, Middletown, Middlesex Co., Connecticut, USA, North America",108,20,346,2058597,1576171,1576171,1
near Sedrum,1576173,2058599,near Sedrum,"near Sedrum, Motta Nera, Val Naps, Tavetsch, Graubunden, Switzerland, Europe",108,20,346,2058599,1576173,1576173,1
Wheal Hope,1576175,2058601,Wheal Hope,"Wheal Hope, Truro, Cornwall, England, United Kingdom, Europe",108,20,346,2058601,1576175,1576175,1
Walnut Hill (NC),1576176,2058602,Walnut Hill (NC),"Walnut Hill (NC), North Carolina, USA, North America",108,20,346,2058602,1576176,1576176,1
Ende Mine,1576177,2058603,Ende Mine,"Ende Mine, Siegen, North Rhine - Westphalia, Germany, Europe",108,20,346,2058603,1576177,1576177,1
Atlantic City,1576178,2058604,Atlantic City,"Atlantic City, Fremont Co., Wyoming, USA, North America",108,20,346,2058604,1576178,1576178,1
Grube Rotlaufchen,1576180,2058606,Grube Rotlaufchen,"Grube Rotlaufchen, Waldgirmes, Germany, Europe",108,20,346,2058606,1576180,1576180,1
Ouiurza Cruz,1576181,2058607,Ouiurza Cruz,"Ouiurza Cruz, Bolivia, South America",108,20,346,2058607,1576181,1576181,1
La Reforma Chorolque,1576182,2058608,La Reforma Chorolque,"La Reforma Chorolque, Chorolque, Potosi, Bolivia, South America",108,20,346,2058608,1576182,1576182,1
Raibl,1576184,2058610,Raibl,"Raibl, Raibl, Carinthia, Austria, Europe",108,20,346,2058610,1576184,1576184,1
Adams Mine,1576185,2058611,Adams Mine,"Adams Mine, Hotazel, Northern Cape, South Africa, Africa",108,20,346,2058611,1576185,1576185,1
Yangtse River,1576186,2058612,Yangtse River,"Yangtse River, China, Asia",108,20,346,2058612,1576186,1576186,1
Veta Negra,1576189,2058615,Veta Negra,"Veta Negra, Laurani, Sica Sica, La Paz, Bolivia, South America",108,20,346,2058615,1576189,1576189,1
Sahara Desert,1576190,2058616,Sahara Desert,"Sahara Desert, Algeria, Africa",108,20,346,2058616,1576190,1576190,1
Melville Niles Farm,1576192,2058618,Melville Niles Farm,"Melville Niles Farm, Rangeley, Franklin, Maine, USA, North America",108,20,346,2058618,1576192,1576192,1
near Curitiba,1576195,2058621,near Curitiba,"near Curitiba, Bacacheri, Parana, Brazil, South America",108,20,346,2058621,1576195,1576195,1
Mine Andina,1576197,2058623,Mine Andina,"Mine Andina, Taquesi, Bolivia, South America",108,20,346,2058623,1576197,1576197,1
or Kenya,1576198,2058624,or Kenya,"or Kenya, Tanzania, Africa",108,20,346,2058624,1576198,1576198,1
Oberkainsbach,1576200,2058626,Oberkainsbach,"Oberkainsbach, ODENWALD, Germany, Europe",108,20,346,2058626,1576200,1576200,1
Koseinitz,1576201,2058627,Koseinitz,"Koseinitz, Silesia, Germany, Europe",108,20,346,2058627,1576201,1576201,1
"Rosiclare Level, Main Orebody",1576202,2058628,"Rosiclare Level, Main Orebody","Rosiclare Level, Main Orebody, Denton Mine, Harris Creek Dist., Hardin, Illinois, USA, North America",108,20,346,2058628,1576202,1576202,1
Morgan Hill,1576204,2058630,Morgan Hill,"Morgan Hill, South Easton, Northampton Co., Pennsylvania, USA, North America",108,20,346,2058630,1576204,1576204,1
Ray Leavitt Prospect,1576205,2058631,Ray Leavitt Prospect,"Ray Leavitt Prospect, Topsham, Sagadahoc, Maine, USA, North America",108,20,346,2058631,1576205,1576205,1
Siegen District,1576206,2058632,Siegen District,"Siegen District, Musen, North Rhine - Westphalia, Germany, Europe",108,20,346,2058632,1576206,1576206,1
Fibia,1576207,2058633,Fibia,"Fibia, St. Gotthard, Tessin, Switzerland, Europe",108,20,346,2058633,1576207,1576207,1
Mojina Mine,1576208,2058634,Mojina Mine,"Mojina Mine, Constitucion, Municipio de Ahumada, Chihuahua, Mexico, North America",108,20,346,2058634,1576208,1576208,1
Tubusis Farm,1576209,2058635,Tubusis Farm,"Tubusis Farm, Erongo, Namibia, Africa",108,20,346,2058635,1576209,1576209,1
abandoned iron mine between Sawkop and Windhoek,1576210,2058636,abandoned iron mine between Sawkop and Windhoek,"abandoned iron mine between Sawkop and Windhoek, Khomas Hochland, Windhoek, Khomas, Namibia, Africa",108,20,346,2058636,1576210,1576210,1
Andover,1576211,2058637,Andover,"Andover, Maine, USA, North America",108,20,346,2058637,1576211,1576211,1
near Andover,1576212,2058638,near Andover,"near Andover, Andover, Maine, USA, North America",108,20,346,2058638,1576212,1576212,1
La Pina,1576216,2058642,La Pina,"La Pina, Colima, Minicipio de Michoacan, Colima, Mexico, North America",108,20,346,2058642,1576216,1576216,1
La Panchita Mine,1576219,2058645,La Panchita Mine,"La Panchita Mine, La Panchita, Municipio De La Pe, Oaxaca, Mexico, North America",108,20,346,2058645,1576219,1576219,1
60 mi W of Dresden,1576221,2058647,60 mi W of Dresden,"60 mi W of Dresden, Ronneberg, Thuringia, Germany, Europe",108,20,346,2058647,1576221,1576221,1
Solfatara,1576223,2058649,Solfatara,"Solfatara, Napoli, Sicily, Italy, Europe",108,20,346,2058649,1576223,1576223,1
13 mi W of Cape Blomidon,1576224,2058650,13 mi W of Cape Blomidon,"13 mi W of Cape Blomidon, Cape Split, Scots Bay, Kings, Nova Scotia, Canada, North America",108,20,346,2058650,1576224,1576224,1
"1100' level, 1200 undercut pillar",1576225,2058651,"1100' level, 1200 undercut pillar","1100' level, 1200 undercut pillar, Sterling Mine, Ogdensburg, Sussex Co., New Jersey, USA, North America",108,20,346,2058651,1576225,1576225,1
Rt. 102,1576227,2058653,Rt. 102,"Rt. 102, Glendale, Burrillville, Providence, Rhode Island, USA, North America",108,20,346,2058653,1576227,1576227,1
from ceiling of pocket,1576228,2058654,from ceiling of pocket,"from ceiling of pocket, Lucy Brook, Bartlett, Carroll Co., New Hampshire, USA, North America",108,20,346,2058654,1576228,1576228,1
Mt. Valle,1576229,2058655,Mt. Valle,"Mt. Valle, Tuscany, Italy, Europe",108,20,346,2058655,1576229,1576229,1
pits on top of hill across road from fluororichterite locality,1576230,2058656,pits on top of hill across road from fluororichterite locality,"pits on top of hill across road from fluororichterite locality, George Earle Farm, Monmouth, Haliburton, Ontario, Canada, North America",108,20,346,2058656,1576230,1576230,1
Store Kufjord,1576231,2058657,Store Kufjord,"Store Kufjord, Alta, Finnmark, Norway, Europe",108,20,346,2058657,1576231,1576231,1
Pack House Mine Bigrigg,1576232,2058658,Pack House Mine Bigrigg,"Pack House Mine Bigrigg, Bigrigg Mine, Bigrigg, Cumbria, England, United Kingdom, Europe",108,20,346,2058658,1576232,1576232,1
Naples,1576234,2058660,Naples,"Naples, Caserta, Campania, Italy, Europe",108,20,346,2058660,1576234,1576234,1
Roccamonfina,1576235,2058661,Roccamonfina,"Roccamonfina, Naples, Caserta, Campania, Italy, Europe",108,20,346,2058661,1576235,1576235,1
Anglesarke,1576236,2058662,Anglesarke,"Anglesarke, Cumbria, England, United Kingdom, Europe",108,20,346,2058662,1576236,1576236,1
Franklin Limestone Quarry,1576237,2058663,Franklin Limestone Quarry,"Franklin Limestone Quarry, Franklin, Sussex Co., New Jersey, USA, North America",108,20,346,2058663,1576237,1576237,1
Rammelsburg,1576238,2058664,Rammelsburg,"Rammelsburg, Germany, Europe",108,20,346,2058664,1576238,1576238,1
Bellsgrove Shaft,1576239,2058665,Bellsgrove Shaft,"Bellsgrove Shaft, Strontian, Highland, Scotland, United Kingdom, Europe",108,20,346,2058665,1576239,1576239,1
Haggs Mine,1576240,2058666,Haggs Mine,"Haggs Mine, Northumberland, England, United Kingdom, Europe",108,20,346,2058666,1576240,1576240,1
Quibuck No. 5 Claim,1576241,2058667,Quibuck No. 5 Claim,"Quibuck No. 5 Claim, Lake George, Park Co., Colorado, USA, North America",108,20,346,2058667,1576241,1576241,1
found at base of outcrop below dam,1576242,2058668,found at base of outcrop below dam,"found at base of outcrop below dam, Turners Falls, Gill, Franklin Co., Massachusetts, USA, North America",108,20,346,2058668,1576242,1576242,1
Mina Santo Domingos Alemtego,1576244,2058670,Mina Santo Domingos Alemtego,"Mina Santo Domingos Alemtego, Portugal, Europe",108,20,346,2058670,1576244,1576244,1
Gomor,1576245,2058671,Gomor,"Gomor, Slovakia, Europe",108,20,346,2058671,1576245,1576245,1
"Ratkoszula, Gomor",1576247,2058673,"Ratkoszula, Gomor","Ratkoszula, Gomor, Ratkoszula, Gomor, Slovakia, Europe",108,20,346,2058673,1576247,1576247,1
Nyassaland,1576248,2058674,Nyassaland,"Nyassaland, Malawi, Africa",108,20,346,2058674,1576248,1576248,1
Fritztal,1576249,2058675,Fritztal,"Fritztal, Salzburg, Austria, Europe",108,20,346,2058675,1576249,1576249,1
Chinar San Stream,1576251,2058677,Chinar San Stream,"Chinar San Stream, Bandirma, Turkey, Asia",108,20,346,2058677,1576251,1576251,1
White Pine,1576252,2058678,White Pine,"White Pine, Michigan, USA, North America",108,20,346,2058678,1576252,1576252,1
Kropfmuh,1576253,2058679,Kropfmuh,"Kropfmuh, Passau, Bavaria, Germany, Europe",108,20,346,2058679,1576253,1576253,1
American Mine,1576255,2058681,American Mine,"American Mine, Lincoln, New Mexico, USA, North America",108,20,346,2058681,1576255,1576255,1
Cobra Mine,1576256,2058682,Cobra Mine,"Cobra Mine, Cuba, North America",108,20,346,2058682,1576256,1576256,1
Vieira Do Almagre Salvador,1576257,2058683,Vieira Do Almagre Salvador,"Vieira Do Almagre Salvador, Penamacor, Castelo Branco, Portugal, Europe",108,20,346,2058683,1576257,1576257,1
Lower Quarry,1576258,2058684,Lower Quarry,"Lower Quarry, Rock Landing Quarry, Haddam, Middlesex Co., Connecticut, USA, North America",108,20,346,2058684,1576258,1576258,1
Mina Enrique,1576259,2058685,Mina Enrique,"Mina Enrique, Sallent, Barcelona, Cataluna, Spain, Europe",108,20,346,2058685,1576259,1576259,1
Mina Do Saphira,1576260,2058686,Mina Do Saphira,"Mina Do Saphira, Portugal, Europe",108,20,346,2058686,1576260,1576260,1
from reinerite-leitite pocket on the 4400 level,1576261,2058687,from reinerite-leitite pocket on the 4400 level,"from reinerite-leitite pocket on the 4400 level, Tsumeb Mine, Tsumeb, Oshikoto, Namibia, Africa",108,20,346,2058687,1576261,1576261,1
Val Ubilier? handwriting difficult,1576262,2058688,Val Ubilier? handwriting difficult,"Val Ubilier? handwriting difficult, Switzerland, Europe",108,20,346,2058688,1576262,1576262,1
Upper Providence Township,1576263,2058689,Upper Providence Township,"Upper Providence Township, Delaware, Pennsylvania, USA, North America",108,20,346,2058689,1576263,1576263,1
Nikka Vord Kammererite Mine Baltasound,1576264,2058690,Nikka Vord Kammererite Mine Baltasound,"Nikka Vord Kammererite Mine Baltasound, Nikka North Quarry, Unst, Shetland, Scotland, United Kingdom, Europe",108,20,346,2058690,1576264,1576264,1
Laguna Verde,1580701,2063127,Laguna Verde,"Laguna Verde, El Salvador, South America",108,20,346,2063127,1580701,1580701,1
Alexandria,1580703,2063129,Alexandria,"Alexandria, Abu Hommos, Egypt, Africa",108,20,346,2063129,1580703,1580703,1
Greeley,1580704,2063130,Greeley,"Greeley, Kansas, USA, North America",108,20,346,2063130,1580704,1580704,1
Morococala,1580706,2063132,Morococala,"Morococala, No. 1 Mine, Bolivia, South America",108,20,346,2063132,1580706,1580706,1
Miass (Miask),1580707,2063133,Miass (Miask),"Miass (Miask), Russia, Asia",108,20,346,2063133,1580707,1580707,1
Ural Mountains,1580708,2063134,Ural Mountains,"Ural Mountains, Miass (Miask), Russia, Asia",108,20,346,2063134,1580708,1580708,1
Valle dei Zuccanti,1580709,2063135,Valle dei Zuccanti,"Valle dei Zuccanti, Italy, Europe",108,20,346,2063135,1580709,1580709,1
Runnels,1580710,2063136,Runnels,"Runnels, Texas, USA, North America",108,20,346,2063136,1580710,1580710,1
Baskerville,1580711,2063137,Baskerville,"Baskerville, North Carolina, USA, North America",108,20,346,2063137,1580711,1580711,1
Saxony,1580714,2063140,Saxony,"Saxony, Germany, Europe",108,20,346,2063140,1580714,1580714,1
Kahlenberg,1580715,2063141,Kahlenberg,"Kahlenberg, Saxony, Germany, Europe",108,20,346,2063141,1580715,1580715,1
Svalbard,1580717,2063143,Svalbard,"Svalbard, Svalbard, Norway, Europe",108,20,346,2063143,1580717,1580717,1
Warsaw,1580718,2063144,Warsaw,"Warsaw, Poland, Europe",108,20,346,2063144,1580718,1580718,1
Bolede,1580719,2063145,Bolede,"Bolede, Ethiopia, Africa",108,20,346,2063145,1580719,1580719,1
Winnebago Co.,1580720,2063146,Winnebago Co.,"Winnebago Co., Iowa, USA, North America",108,20,346,2063146,1580720,1580720,1
Basti,1580722,2063148,Basti,"Basti, Uttar Pradish, India, Asia",108,20,346,2063148,1580722,1580722,1
Wilson Mine,1580724,2063150,Wilson Mine,"Wilson Mine, Commerce, Oklahoma, USA, North America",108,20,346,2063150,1580724,1580724,1
Franklin Furnace,1580725,2063151,Franklin Furnace,"Franklin Furnace, Franklin, New Jersey, USA, North America",108,20,346,2063151,1580725,1580725,1
Nagybanya,1580726,2063152,Nagybanya,"Nagybanya, Hungary, Europe",108,20,346,2063152,1580726,1580726,1
Mt. Apatite,1580727,2063153,Mt. Apatite,"Mt. Apatite, Auburn, Maine, USA, North America",108,20,346,2063153,1580727,1580727,1
shore of Red Sea,1580729,2063155,shore of Red Sea,"shore of Red Sea, Gebel Duchan, Egypt, Africa",108,20,346,2063155,1580729,1580729,1
Quarry in valley above Eppstein,1580731,2063157,Quarry in valley above Eppstein,"Quarry in valley above Eppstein, Taunus, Hesse, Germany, Europe",108,20,346,2063157,1580731,1580731,1
Nova Scotia,1580732,2063158,Nova Scotia,"Nova Scotia, Canada, North America",108,20,346,2063158,1580732,1580732,1
Arisaig,1580733,2063159,Arisaig,"Arisaig, Nova Scotia, Canada, North America",108,20,346,2063159,1580733,1580733,1
Texas,1580734,2063160,Texas,"Texas, Pennsylvania, USA, North America",108,20,346,2063160,1580734,1580734,1
Wood Mine,1580735,2063161,Wood Mine,"Wood Mine, Texas, Pennsylvania, USA, North America",108,20,346,2063161,1580735,1580735,1
Pilbara Region,1580736,2063162,Pilbara Region,"Pilbara Region, Western Australia, Australia, Oceana",108,20,346,2063162,1590363,1580736,1
Winthrop,1580737,2063163,Winthrop,"Winthrop, Suffolk Co., Massachusetts, USA, North America",108,20,346,2063163,1580737,1580737,1
Drift boulder,1580738,2063164,Drift boulder,"Drift boulder, Winthrop, Suffolk Co., Massachusetts, USA, North America",108,20,346,2063164,1580738,1580738,1
Vernon,1580739,2063165,Vernon,"Vernon, Wisconsin, USA, North America",108,20,346,2063165,1580739,1580739,1
Union,1580740,2063166,Union,"Union, New Mexico, USA, North America",108,20,346,2063166,1580740,1580740,1
Varanasi,1580741,2063167,Varanasi,"Varanasi, Uttar Pradesh, India, Asia",108,20,346,2063167,1580741,1580741,1
Cheyenne,1580744,2063170,Cheyenne,"Cheyenne, Nebraska, USA, North America",108,20,346,2063170,1580744,1580744,1
Aurlands Fjiord,1580745,2063171,Aurlands Fjiord,"Aurlands Fjiord, Norway, Europe",108,20,346,2063171,1580745,1580745,1
Piedmont,1580746,2063172,Piedmont,"Piedmont, Italy, Europe",108,20,346,2063172,1580746,1580746,1
San Marcel,1580747,2063173,San Marcel,"San Marcel, Piedmont, Italy, Europe",108,20,346,2063173,1580747,1580747,1
Mine de Praborne,1580748,2063174,Mine de Praborne,"Mine de Praborne, San Marcel, Piedmont, Italy, Europe",108,20,346,2063174,1580748,1580748,1
Georgetown Canyon,1580749,2063175,Georgetown Canyon,"Georgetown Canyon, Idaho, USA, North America",108,20,346,2063175,1580749,1580749,1
Worthington Mine,1580754,2063180,Worthington Mine,"Worthington Mine, Sudbury, Ontario, Canada, North America",108,20,346,2063180,1580754,1580754,1
Brooks Mtn.,1580755,2063181,Brooks Mtn.,"Brooks Mtn., Arkansas, USA, North America, UNFINDABLE - CHECK PAPERS, Legacy",108,20,346,2063181,1580755,1580755,1
Lee,1580756,2063182,Lee,"Lee, South Carolina, USA, North America",108,20,346,2063182,1580756,1580756,1
Lake George,1580757,2063183,Lake George,"Lake George, New York, USA, North America",108,20,346,2063183,1580757,1580757,1
Roger's Rock,1580758,2063184,Roger's Rock,"Roger's Rock, Lake George, New York, USA, North America",108,20,346,2063184,1580758,1580758,1
Harney Lake,1580760,2063186,Harney Lake,"Harney Lake, Harney Co., Oregon, USA, North America",108,20,346,2063186,1580760,1580760,1
Monteclair Heights,1580763,2063189,Monteclair Heights,"Monteclair Heights, New Jersey, USA, North America",108,20,346,2063189,1580763,1580763,1
Utoe Island,1580766,2063192,Utoe Island,"Utoe Island, Sweden, Europe",108,20,346,2063192,1580766,1580766,1
Hammond Township,1580768,2063194,Hammond Township,"Hammond Township, St. Croix, Wisconsin, USA, North America",108,20,346,2063194,1580768,1580768,1
Montauban,1580771,2063197,Montauban,"Montauban, Tarn-et-Garonne, Midi-Pyrenees, France, Europe",108,20,346,2063197,1580771,1580771,1
Vyborg,1580773,2063199,Vyborg,"Vyborg, Lenangrad Oblast, Russia, Asia",108,20,346,2063199,1580773,1580773,1
Emmet Co.,1580774,2063200,Emmet Co.,"Emmet Co., Iowa, USA, North America",108,20,346,2063200,1580774,1580774,1
Grey,1580775,2063201,Grey,"Grey, Ontario, Canada, North America",108,20,346,2063201,1580775,1580775,1
Chattanooga,1580776,2063202,Chattanooga,"Chattanooga, Tennessee, USA, North America",108,20,346,2063202,1580776,1580776,1
Chattanooga Stone Co.,1580777,2063203,Chattanooga Stone Co.,"Chattanooga Stone Co., Chattanooga, Tennessee, USA, North America",108,20,346,2063203,1580777,1580777,1
Trutnov,1580779,2063205,Trutnov,"Trutnov, Hradec Kralove, Czech Republic, Europe",108,20,346,2063205,1580779,1580779,1
Gaines,1580780,2063206,Gaines,"Gaines, Texas, USA, North America",108,20,346,2063206,1580780,1580780,1
Terry,1580782,2063208,Terry,"Terry, Texas, USA, North America",108,20,346,2063208,1580782,1580782,1
Rockport,1580783,2063209,Rockport,"Rockport, Essex Co., Massachusetts, USA, North America",108,20,346,2063209,1580783,1580783,1
Orne,1580785,2063211,Orne,"Orne, Basse-Normandie, France, Europe",108,20,346,2063211,1580785,1580785,1
Tellemark,1580786,2063212,Tellemark,"Tellemark, Norway, Europe",108,20,346,2063212,1580786,1580786,1
Borga,1580788,2063214,Borga,"Borga, Nyland, Finland, Europe",108,20,346,2063214,1580788,1580788,1
Cave of the Winds,1580789,2063215,Cave of the Winds,"Cave of the Winds, New York, USA, North America",108,20,346,2063215,1580789,1580789,1
Chegoggin,1580790,2063216,Chegoggin,"Chegoggin, Nova Scotia, Canada, North America",108,20,346,2063216,1580790,1580790,1
Flin Flon,1580791,2063217,Flin Flon,"Flin Flon, Canada, North America",108,20,346,2063217,1580791,1580791,1
Aranyerberg,1580793,2063219,Aranyerberg,"Aranyerberg, Romania, Europe",108,20,346,2063219,1580793,1580793,1
Bartigali (Bortigali),1580794,2063220,Bartigali (Bortigali),"Bartigali (Bortigali), Italy, Europe",108,20,346,2063220,1580794,1580794,1
Copperfield,1580795,2063221,Copperfield,"Copperfield, Vermont, USA, North America",108,20,346,2063221,1580795,1580795,1
Warwick,1580796,2063222,Warwick,"Warwick, New Jersey, USA, North America",108,20,346,2063222,1580796,1580796,1
Burkina Faso,1580797,2063223,Burkina Faso,"Burkina Faso, Africa",108,20,346,2063223,1580797,1580797,1
Harrison,1580798,2063224,Harrison,"Harrison, Kentucky, USA, North America",108,20,346,2063224,1580798,1580798,1
Susha,1580800,2063226,Susha,"Susha, Elisavetpol, Azerbaijan, Asia",108,20,346,2063226,1580800,1580800,1
Beaver,1580801,2063227,Beaver,"Beaver, Oklahoma, USA, North America",108,20,346,2063227,1580801,1580801,1
Yankee Girl Mine,1580802,2063228,Yankee Girl Mine,"Yankee Girl Mine, Red Mountain District, Ouray Co., Colorado, USA, North America",108,20,346,2063228,1580802,1580802,1
"Mount Somma, Vesuvius",1580803,2063229,"Mount Somma, Vesuvius","Mount Somma, Vesuvius, Italy, Europe",108,20,346,2063229,1580803,1580803,1
Semipalatinsk,1580805,2063231,Semipalatinsk,"Semipalatinsk, Kazakhstan, Asia",108,20,346,2063231,1580805,1580805,1
Shannon Mine,1580806,2063232,Shannon Mine,"Shannon Mine, Bisbee, Arizona, Arizona, USA, North America",108,20,346,2063232,1590039,1580806,1
Hale,1580807,2063233,Hale,"Hale, Texas, USA, North America",108,20,346,2063233,1580807,1580807,1
Tres Hermanas,1580808,2063234,Tres Hermanas,"Tres Hermanas, New Mexico, USA, North America",108,20,346,2063234,1580808,1580808,1
Mount Albano,1580811,2063237,Mount Albano,"Mount Albano, Italy, Europe",108,20,346,2063237,1580811,1580811,1
Mt. Roe Paleosol,1580812,2063238,Mt. Roe Paleosol,"Mt. Roe Paleosol, Western Australia, Australia, Oceana",108,20,346,2063238,1590355,1580812,1
Langesundfjiord,1580813,2063239,Langesundfjiord,"Langesundfjiord, Norway, Europe",108,20,346,2063239,1580813,1580813,1
Wasson's Bluff,1580814,2063240,Wasson's Bluff,"Wasson's Bluff, Nova Scotia, Canada, North America",108,20,346,2063240,1580814,1580814,1
Linn Co.,1580815,2063241,Linn Co.,"Linn Co., Iowa, USA, North America",108,20,346,2063241,1580815,1580815,1
Searchlight,1580816,2063242,Searchlight,"Searchlight, Utah, USA, North America",108,20,346,2063242,1580816,1580816,1
Badge Mine,1580818,2063244,Badge Mine,"Badge Mine, Butte, Butte Dist., Montana, USA, North America",108,20,346,2063244,1580818,1580818,1
Swisher,1580820,2063246,Swisher,"Swisher, Texas, USA, North America",108,20,346,2063246,1580820,1580820,1
Iowa,1580821,2063247,Iowa,"Iowa, Iowa, USA, North America",108,20,346,2063247,1580821,1580821,1
Jackson Co.,1580822,2063248,Jackson Co.,"Jackson Co., Arkansas, USA, North America",108,20,346,2063248,1580822,1580822,1
Chester,1580823,2063249,Chester,"Chester, Hampden Co., Massachusetts, USA, North America",108,20,346,2063249,1580823,1580823,1
Brown,1580824,2063250,Brown,"Brown, Nebraska, USA, North America",108,20,346,2063250,1580824,1580824,1
Isle aux Tonneliers,1580826,2063252,Isle aux Tonneliers,"Isle aux Tonneliers, Mauritius, Africa",108,20,346,2063252,1580826,1580826,1
Santa Catarina,1580827,2063253,Santa Catarina,"Santa Catarina, Brazil, South America",108,20,346,2063253,1580827,1580827,1
Connecticut Lake,1580829,2063255,Connecticut Lake,"Connecticut Lake, New Hampshire, USA, North America",108,20,346,2063255,1580829,1580829,1
No. 1 Mine,1580830,2063256,No. 1 Mine,"No. 1 Mine, DRC, Africa",108,20,346,2063256,1580830,1580830,1
Minden,1580834,2063260,Minden,"Minden, Nordhein-Westfalen, Germany, Europe",108,20,346,2063260,1580834,1580834,1
Finbo,1580835,2063261,Finbo,"Finbo, Sweden, Europe",108,20,346,2063261,1580835,1580835,1
Champaran,1580837,2063263,Champaran,"Champaran, Bettiah, Bihar, India, Asia",108,20,346,2063263,1580837,1580837,1
Loewenfontein,1580838,2063264,Loewenfontein,"Loewenfontein, Namibia, Africa",108,20,346,2063264,1580838,1580838,1
South Island,1580842,2063268,South Island,"South Island, Bora Bora, Society Islands, French Polinesia, France, Europe",108,20,346,2063268,1580842,1580842,1
Broken Hill,1580843,2063269,Broken Hill,"Broken Hill, New South Wales, Australia, Oceana",108,20,346,2063269,1590320,1580843,1
San Juan Mine,1580844,2063270,San Juan Mine,"San Juan Mine, Oruro, Bolivia, South America",108,20,346,2063270,1580844,1580844,1
Wieliozka,1580845,2063271,Wieliozka,"Wieliozka, Galicia, Poland, Europe",108,20,346,2063271,1580845,1580845,1
Trimble,1580846,2063272,Trimble,"Trimble, Kentucky, USA, North America",108,20,346,2063272,1580846,1580846,1
Miyake-jima,1580848,2063274,Miyake-jima,"Miyake-jima, Japan, Asia",108,20,346,2063274,1580848,1580848,1
Somerset,1580849,2063275,Somerset,"Somerset, Pennsylvania, USA, North America",108,20,346,2063275,1580849,1580849,1
